,Date,Tweets
799,2021-05-17 17:10:16+00:00,"$BNB falls terribly fast, but cool punk still appears 📉👀✨

Daily random punks on @airnfts, meet CryptoPunk X #2087 🔥🤟✨

👾 Buy here and now — https://t.co/YfDqZOhzaU

#cryptopunks #nft #nfts #airnfts #digitalart #pixelart #cryptoart #BSC #BinanceSmartChain https://t.co/CnF66vwdKX"
800,2021-05-17 15:41:36+00:00,"The #RomanPunk Empire Expands!

🏛️🐺🦅🌈

Congrats @DAKOTA8814  on sniping this cyber gladiator! Check out all those unique properties, y'all!
https://t.co/WaUtgAprXP
#NFT #NFTs #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTshill #gladiators https://t.co/x7KKWhvVVP"
801,2021-05-17 15:40:08+00:00,"@shoneec @katecursed @kvollstaedt @ThisIsAito i believe this $760K cryptopunk sale on Jan 23rd opened the floodgates https://t.co/nRNsMzrzxn

anything from before Jan 23rd is OG says Artchick"
802,2021-05-17 15:35:29+00:00,"Code Punk #7661 #NFT minted on @hicetnunc2000 🚬

Collect this one (2 tez, 1/1): https://t.co/kw5LvHOOt8

#nftcollectibles #nfts #objkt #cryptoart #nftcollector #hicetnunc #nftart #nftartists #nftartist #nftshill #tezos #nftcommunity #cleannft

(left CryptoPunk / right Code Punk) https://t.co/tIvvmj2tRA"
803,2021-05-17 14:58:41+00:00,"Kat, #cryptopunk #532, was born in Americus, GA. Her parents were teachers in public schools. Her dad told her he could never play Rachmaninoff and she proved him wrong.
https://t.co/TuHRa4ppQE https://t.co/CgBSdQetIt"
804,2021-05-17 12:28:07+00:00,"Giveaway! 

Easy to enter 

1) Follow 
2) Retweet 
3) Add 1 friend that holds crypto. 

Good luck! 

#NFT #NFTs #graffitomania #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/YtZMfG5pB4"
805,2021-05-17 11:48:33+00:00,"Last week @ChristiesInc NY sold a collection of 9x #CryptoPunks for $16.9M USD!

This week @dkuk is giving #DFS players in the UK, EU &amp; Australia an opportunity to win CryptoPunk 1812 in a $100 #DailyFantasyGolf contest: https://t.co/CCWWxhHwL0

#NFT #NFTCommunity #NFTZeitgeist https://t.co/6CYs6KvoLk"
806,2021-05-17 08:28:16+00:00,"Code Punk #9500 #NFT minted on @hicetnunc2000 💥

Collect this one (2 tez, 1/1): https://t.co/duBGUA223S

#nftcollectibles #nfts #objkt #cryptoart #nftcollectors #hicetnunc #hicetnunc2000 #cryptopunk #altpunks #cleannft #tezosnft #nftdrop

(left CryptoPunk / right Code Punk) https://t.co/kaBlNG8KlU"
807,2021-05-17 04:53:37+00:00,"⚡️Punk Spotlight⚡️

NEW 💯% hand-drawn #CryptoPunks tomorrow!

⚡️2964 (@beaniemaxi)
⚡️897
⚡️8010

🕐 5.17 @ 1pm PST

🔗: https://t.co/acOrFc7JlO

#NFTCommunity #altpunks #nftcollectors #NFTs #NFT #NFTart #nftcollector #cryptopunk #altpunks #cryptoartist https://t.co/ffgYsOr1FL"
808,2021-05-17 03:13:13+00:00,"⚡️MOST VIEWED ⚡️
(still available)

👽 Alien 635

Price: Ξ0.03

💯% hand-drawn

Each #HaringPunk unlocks a 2000x2000 hi-res image

🔗: https://t.co/GYeANJljEi

#nft #cryptoart #NFTartist #altpunks #nftcollectors #nftcollector #NFTart #NFTs #HaringPunks #cryptopunks #cryptopunk"
809,2021-05-16 23:44:57+00:00,"New rule: you’re not allowed to use a CryptoPunk as your profile pic unless you actually own that cryptopunk.

Insane cool points if you own it."
810,2021-05-16 22:16:10+00:00,"Cryptosale Night

""Change your avatar, ethereum payments only""

https://t.co/wA75FGMJuM

#cryptopunks #cryptopunk #nftart #NFTartist #Neon #Cyberpunk #Mist #Blender #Cycles #Render #3drendering #hicetnunc #foundation https://t.co/qrlcfXkFjS"
811,2021-05-16 21:49:25+00:00,Looking to buy a cryptopunk - anyone have one off market? Would do a Z1 for a punk if someone was interested. Hmu via DM
812,2021-05-16 21:48:53+00:00,"Just to save some creators time.Wanna know when you started your #NFT project in a wrong way?You've minted a cryptopunk clone,or some other clone. You're instantly working for another man. You're promoting their idea and brand, and not working for yourself long term.#NFTCommunity"
813,2021-05-16 19:56:56+00:00,"🏀 BALLER SNAG 🏀

Homage to 'Fro-be'
(🐐🐐🐐)

SPECIAL THANKS TO 
@Capt_Badger_nft !!!
👆👆👆

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks #cryptopunk #Cryptoart #HaringPunks

https://t.co/9xfT0S9CoR"
814,2021-05-16 19:48:20+00:00,"Love this project. Real world, physical sneakers based on the CryptoPunk you own. Super classy. 

https://t.co/Zl6V1pxs5P https://t.co/0pjWpluIhX"
815,2021-05-16 19:44:12+00:00,"⚡️#HARINGPUNK SNAG⚡️

Homage to #CryptoPunk 30

SUPER THANKS TO 
@TrustyNugget !!!
👆👆👆

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks #cryptopunk #Cryptoart #HaringPunks

https://t.co/iHZFYVukjo"
816,2021-05-16 19:30:59+00:00,"⚡️ SUPER SNAG ⚡️

Homage to Rick 🥼🧪
(cynical mad scientist)

HUGE THANKS TO 
@ToppyEton !!!
👆👆👆

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks #cryptopunk #Cryptoart #HaringPunks #RickandMorty 

https://t.co/sI7T8t8qqm"
817,2021-05-16 19:23:48+00:00,"⚡️#HARINGPUNK SNAG⚡️

Homage to #CryptoPunk 3416

MEGA THANKS TO 
@Capt_Badger_nft  !!!
👆👆👆

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks #cryptopunk #Cryptoart #HaringPunks 

https://t.co/R7fTSsASO3"
818,2021-05-16 19:21:08+00:00,"⚡️#HARINGPUNK SNAG ⚡️

Homage to #CryptoPunk 7273

HUGE THANKS TO 
@Dorkholm !!!
👆👆👆

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #HaringPunks 

https://t.co/BgYjE9oxH3"
819,2021-05-16 18:42:41+00:00,"If someone or something doesn't add value to you and your life, unplug from it. Value not equating to $, but simply as a catalyst for your digiphysical life balance. Laughter, art, edu/info, thoughts/perspectives. Just turn any toxicity off, even if they own a #CryptoPunk 🤣
&lt;3"
820,2021-05-16 18:16:00+00:00,"I would like to sincerely thank @SimonBenichou for taking a deep dive into #NFT history to explore the perspectives and stories of #CryptoPunk and #RarePepe collectors.
Check out his “Monetized Memes” newsletter published weekly in French 🇫🇷
Translation: https://t.co/WwLFq5pISU https://t.co/cSnsOEroG5 https://t.co/6D28JGktx0"
821,2021-05-16 18:09:06+00:00,"« Above the fireplace »
Jeanne X @punk4156 
Love this one 💕 #NFT #cryptoart #cryptoartist #nftcollector #NFTCommunity #cryptopunks #CRYPTOPUNK #punk4156 https://t.co/s8eC1h6Pr7"
822,2021-05-16 17:02:00+00:00,"Wooww CryptoPunk #382 Sold for Ξ130 few days ago!

#cryptopunks #NFTCommunity"
823,2021-05-16 15:53:39+00:00,".@ensdomains provides a very good mechanism for letting people contact you based on your assets.

If you have a Cryptopunk and want people to easily contact you:

- Pick a ENS domain where your Cryptopunk is stored
- Set text records including your webpage, email or Twitter."
824,2021-05-16 14:38:44+00:00,"3/4 still available!

Price: Ξ0.035
Price: Ξ0.05 (secondary)

Link: https://t.co/wUQ74b0p6P

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #3DMixedPunks #nft

👇👇👇 https://t.co/6iTNGwUnko"
825,2021-05-16 12:31:04+00:00,"I always see posts from people like... ""Would you rather own X or a CryptoPunk?""

Useless argument. I buy what I like."
826,2021-05-16 12:30:20+00:00,"Yes, I own Apes.
Yes, I own a CryptoPunk.
Yes, I own Meebits.
Yes, I own art from new artists."
827,2021-05-16 10:21:31+00:00,"Code Punk #6733 #NFT minted on @hicetnunc2000 💥

Collect this one (3 tez, 1/1): https://t.co/RtY5O3Vgcw

#nftcollectibles #nfts #objkt #cryptoart #nftcollector #hicetnunc #hicetnunc2000 #cryptopunks #unofficialpunks #digitalart #greennfts

(left CryptoPunk / right Code Punk) https://t.co/z3SkyqSF4B"
828,2021-05-16 05:30:01+00:00,"🏀 CLUTCH SNAG! 🏀

Homage Mamba 🐍

BALLER THANK YOU
👇👇👇
NFTartista_
👆👆👆

Link: https://t.co/acOrFc7JlO

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #HaringPunks #nft #lakers #KobeBryant #kobe #kobehof https://t.co/fyNqUMF5Xt"
829,2021-05-16 04:56:12+00:00,"I’m not #eth rich like a lot of the people in the #NFT game but I just had to grab one of these @punkscomic.. I have a lot of faith in the team and can’t wait to see what they have in store for the project.
@beaniemaxi #CRYPTOPUNK https://t.co/dLNGkx7cJm"
830,2021-05-16 04:28:19+00:00,"Sensitive Punk #11
Freshly minted on @hicetnunc2000 

https://t.co/svYJo5ATxA

#hicetnunc #hicetnunc2000 #sensitivepunk #cryptopunk #punks #conceptualart #nft #nftdrop #NFTs #nftcommunity https://t.co/SfbFIsA4DU"
831,2021-05-16 03:56:15+00:00,Say GREETINGS to CryptoPunk 8459.  Inventing AI Search and Music for Real and Virtual Worlds. https://t.co/YBwjrtJzkQ
832,2021-05-16 03:37:10+00:00,"What would you rather have A #BoredApe - A #Cryptopunk or a #Meebits ?( I know if you have the punk you got the MeeBit too, but separate) I love them all #NFTCommunity #nftcollector"
833,2021-05-16 01:21:35+00:00,"⚡️SLEEPER SNAG!⚡️

Homage Pig 17522
👁️👁️👁️
🐽🐽

Really nice scoop @fenderjazzz!!!

Link: https://t.co/acOrFc7JlO

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #HaringPunks #meetbits #meetbit https://t.co/kg6bY6xchA"
834,2021-05-16 01:10:40+00:00,Cryptopunk TM https://t.co/2yXvxHKRgi
835,2021-05-16 00:38:40+00:00,"RARE HYBRID ZOMBIE APES AVAILABLE 
(some of my favorites)

🔥🧟‍♂️🧟‍♀️🦍🔥

Price: Ξ0.035 👀
Price: Ξ0.05

Link: https://t.co/wUQ74b0p6P

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #3DMixedPunks #nft

👇👇👇 https://t.co/U1E58zCHMc"
836,2021-05-15 22:58:09+00:00,"ELON to the MOON!

Easy to enter 

1) Follow 
2) Retweet 
3) Add 3 friends that hold crypto. 

Good luck! 

#NFT #NFTs #graffitomania #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/xgBhEovsEH"
837,2021-05-15 21:55:33+00:00,What is the most popular cryptopunk?
838,2021-05-15 21:13:26+00:00,"🔥24H AUCTION OPEN FOR THE
#1 CRYPTOPUNK DATTY!
⬇️
https://t.co/3QCMsYaYJy

#NFT #NFTs #nftcollector #nftcreator #rarible #nonfungibletoken #NFTCommunity #NFTcollectibles #NFTARTIST #NFTARTISTS #nftart #OriginalContentArtist #CRYPTOPUNKS https://t.co/9t0TGdg1fS"
839,2021-05-15 21:06:25+00:00,A cryptopunk owner &amp; multiple meebit owner just bought some dope apes.......probably nothing though. Keep sleeping on apes. We are building the best #NFT community ever.
840,2021-05-15 19:47:20+00:00,"Binary Code Punk #1490 #NFT minted on @hicetnunc2000 🧢

Collect this one (4 tez, 1/1): https://t.co/CUSi4h1YuD

#nftcollectibles #nfts #objkt #cryptoart #nftcollector #hicetnunc #nftart #nftshill #tezos #nftcommunity #cleannft #xtz

(left CryptoPunk / right Code Punk) https://t.co/pXmlismzTu"
841,2021-05-15 19:17:40+00:00,"Get this DOGE NFT! 

Easy to enter 

1) Follow us 
2) Retweet 
3) Add at least 5 of your friends that hold crypto. 

Good luck! 

#NFT #NFTs #graffitomania #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/IV12a4uk18"
842,2021-05-15 18:19:33+00:00,"🚨Secondary Market SNAG🚨

🦍🧟‍♂️🔥

Zombie Ape w/ red eyes + mohawk SOLD!

Congrats to @fenderjazzz and @SKULLSCROWNS !

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #3DMixedPunks #NFT 

https://t.co/hvRzQA81Mv"
843,2021-05-15 17:02:00+00:00,"Wooww CryptoPunk #4441 Sold for Ξ144,41 few days ago!

#cryptopunks #nftcommunity"
844,2021-05-15 16:43:33+00:00,"Get this Monkey NFT! 😃

1) Follow us 👍
2) Retweet 
3) Add at least 3 of your friends that hold crypto. 👇

Good luck! 

#NFT #NFTs #graffitomania #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/S5CihhCzfQ"
845,2021-05-15 16:43:17+00:00,"Love this addition to the @punkscomic project, @killeracid definitely lives up to their name here 😅 when I first saw it I was like, 'Yup, I think that sums up well what it's like to exist in the cryptopunk metaverse' 👀 https://t.co/u9in2sNaHH"
846,2021-05-15 15:10:40+00:00,Wanted to know what should someone consider when purchasing a #CryptoPunk and is it still a good investment.
847,2021-05-15 14:34:20+00:00,Low key want a CryptoPunk
848,2021-05-15 14:30:45+00:00,"HYBRID RARES AVAILABLE 

🔥 Hoodie Zombie w/ VR + Cig... &amp; BEARD!

🔥 Circus Human Ape w/ 3D Glasses

Price: Ξ0.05

Link: https://t.co/wUQ74b0p6P

#NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #3DMixedPunks #nft https://t.co/emtjVmTU23"
849,2021-05-15 13:04:19+00:00,"Not so long ago, I drew these duckies, and you know what? 
I'm Going To Create My Own CryptoPunks Collection With Blackjack and Duckies. 

And hand out it for FREE!
From now every Saturday is the cryptopunk duckie day!

The new PunkDuckie is coming soon.

#NFTCommunity #NFTs https://t.co/lIzSUH5Lib"
850,2021-05-15 09:50:29+00:00,"Hi! Check out new work! Hope you like it! https://t.co/T1hetGPnii
#NFTCommunity #cryptoart #Cryptopunk #NFT #nftcollectors #NFTcollection #NFTcollectibles 
@opensea
 #opensea 
@withFND
 #withFND #crypto #nfts #nftrussia #NFTartist #nftart #NFTcollectibles #NFTdrop #art"
851,2021-05-15 08:56:54+00:00,"🖼️Louvre Punk #174
➡️Based on #CryptoPunk #58 sold at Christie's
🔥⏱️Auction ending in 15 hours!
🙀Current bid: Ξ0.05 ?!

Make it yours!

👇👇
https://t.co/tV1wPm0FsX

#nftart #NFTs #cryptoart #nftcollector #NFTCommunity #unofficialpunks #louvrepunks https://t.co/ExZWCx3ZFz"
852,2021-05-15 05:47:23+00:00,"2 out of 9 of the ImpressionistPunks as homage to the iconic @ChristiesInc CryptoPunk has been SOLD.

We have 7 left now listed on a fixed price. Gas is good, time to get one of these to your collection.

#NFT #NFTs #NFTcollector #NFTart #crypto #altpunks https://t.co/6dhy8WdpEU"
853,2021-05-15 05:18:51+00:00,"#CryptoPunk 620 has been relocated to her new home after being taken hostage in a hacked wallet. 

t-shirts to celebrate. 

All is well. https://t.co/FNsc9cxuWV"
854,2021-05-15 05:14:14+00:00,"@TheHCTurk @notoriousNFTz Plus the asshole that hacked me didnt see the cryptopunk in my wallet and I managed to send eth to the hacked wallet and get the punk out into my new one. 

So Punk#620 has been secured. 

Was this the first #cryptopunk rescue mission?"
855,2021-05-15 04:58:25+00:00,@digitalartchick that CryptoPunk you paid $50K for was originally given away for free.
856,2021-05-15 02:31:18+00:00,@punk4156 @MGoPatio Cool! Cryptopunk pixel art and brickwork complement each other nicely!
857,2021-05-15 01:02:31+00:00,Sold my #cryptopunk to do this. I believe in @missingwatcher’s project that much. https://t.co/IPcjyJ8zFf
858,2021-05-15 00:46:40+00:00,"If you want a REAL lesson in supply and deman. Market making and the like

Lurk in the CryptoPunk discord for 2 months and say nothing"
859,2021-05-14 22:43:01+00:00,"🖼️Louvre Punk #170
🙀Based on #CryptoPunk #603 sold at Christie's
⏱️Auction ending tomorrow
🤑Current bid: Ξ0.05

👇👇👇👇
https://t.co/Z5IRQv0KTQ

#nftart #NFTs #cryptoart #nftcollector #NFTCommunity #unofficialpunks #louvrepunks https://t.co/rTxqdgzB0W"
860,2021-05-14 22:20:35+00:00,Just got myself a sweet #cryptopunk nonfungible token. https://t.co/zeJy4Xo8Hm
861,2021-05-14 22:15:45+00:00,"Current state of CryptoTeeth
🦷🔥Minted : 66 🔥🦷
🌊🦷Collected : 12 🦷🌊
#nftcollector #nftcollectors #nftartist #nftartists #nftpromo #nftshill #nftshilling #cryptoart #pixelart #ethereum #bitcoin #tesla #doge #opensea #openseacollection #pixelart #cryptopunks #cryptopunk"
862,2021-05-14 22:09:46+00:00,"🔥🔥 FIRE SALE.

One of the rarest pieces in the collection, Cryptopunk Café #1 has been cut to HALF PRICE for a short time!

Grab it while you can! ♥️✨
https://t.co/gxvcNsLlyn https://t.co/42ndsdyZG3"
863,2021-05-14 20:10:28+00:00,"Crazy week recap:
- #cryptopunk alien sold for 16 million USD at @Christies (2x previous sale)
- did a live stream covering the alien auction with awesome people
- held almost 1 million USD in escrow for anons betting on the outcome of the auction

How was your #NFT week? 👇 https://t.co/lYXpMuIOPu"
864,2021-05-14 19:26:51+00:00,"BTC NFT Giveaway! 

1) Follow us 
2) Retweet 
3) Add your eth wallet address 

Good luck! 

#NFT #NFTs #graffitomania #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTshill #NFTcollectibles #NFTsale #DeFi #HODL https://t.co/3KRWcdvMPQ"
865,2021-05-14 19:15:10+00:00,"I was so tired and bored that I couldn't help it. I did a punk version of myself just for fun hehe 🤓
Not for sale of course lol
#NFTCommunity #CRYPTOPUNK #fanart https://t.co/Sj1DB0oel3"
866,2021-05-14 19:13:05+00:00,toma um #wip de um cryptopunk? nu? https://t.co/baeG852HI0
867,2021-05-14 19:00:57+00:00,"Code Punk #6788 #NFT minted on @hicetnunc2000 🦉

Collect this one (2 tez, 1/1): https://t.co/boGQhBm57J

#nftcollectibles #nfts #objkt #cryptoart #nftcollector #hicetnunc #nftart #nftartists #nftartist #nftshill #tezos #nftcommunity #cleannft

(left CryptoPunk / right Code Punk) https://t.co/xczN9hpXLY"
868,2021-05-14 18:49:12+00:00,@MatthewBerryTMR @peteroverzet 2x Follow Friday from TMR &gt;&gt; 1/5 of a CryptoPunk
869,2021-05-14 18:34:40+00:00,I had my cryptopunk commissioned by @larvalabs https://t.co/EmOuiMiY59
870,2021-05-14 17:00:01+00:00,"Wooww CryptoPunk #2540 Sold for Ξ125 few days ago!

#cryptopunks #nftcommunity"
871,2021-05-14 16:31:26+00:00,@DiscoWarlock 1 cryptopunk
872,2021-05-14 16:16:01+00:00,"I have it on good authority that Satoshi is planning to buy a CryptoPunk

So bullish!"
873,2021-05-14 16:13:23+00:00,"@iamDCinvestor #294 #cryptoPunk #nft!! 
https://t.co/ALfhWT9HOf https://t.co/PWz24z84m3"
874,2021-05-14 16:00:16+00:00,"THE PUNK HOT 10 (chart dated May 14, 2021)

CryptoPunk owners doing good in the metaverse.

Immortalized in chart week #3:

@beaniemaxi @RTFKTstudios @gmoneyNFT  @SpottieWiFi @digitalartchick @benroy__ @OSFCollections @topshotfund @farokhgoodlife  @matthall2000 @pents90 https://t.co/ihqlgkI0UT"
875,2021-05-14 15:49:27+00:00,"Here is a projection of @ClaireSilver12 Cryptopunk with my SelfieGAN~

#cryptopunks https://t.co/GK13p40M2h"
876,2021-05-14 15:08:35+00:00,"AM I DOING THIS RIGHT?

CRYPTOPUNK DATTY https://t.co/WsSSrTjAFT"
877,2021-05-14 10:12:41+00:00,"Definitely bullish on @voxodeus, awesome aesthetics and  a lot of metaverse utility, plus perpetual royalties for minters. 

I know #CryptoPunk owners and vested interests would hate to hear this, but this is what #Meebits should have been.

 #NFT #NFTs  #NFTart https://t.co/dpZJrxMMMM"
878,2021-05-14 07:52:26+00:00,"@Sothebys is planning to auction #CryptoPunk #7523 next month. 

@sillytuna !

https://t.co/46ZwAI4gyq"
879,2021-05-14 05:21:10+00:00,https://t.co/UNx7KkH6jJ This is the most valuable CryptoPunk sorry Nerds
880,2021-05-14 04:55:08+00:00,"Malevolent Deities is now available on @SuperRare   
https://t.co/NZjkFyAqn1

#cryptoart #nfts #nftart #nftcollector #cyberpunk #Cryptopunk https://t.co/xpwqT5jLua"
881,2021-05-14 04:42:46+00:00,"Yes , yes she is! 😁 #punks @punkscomic @pixelvault #nfts #nftcollectors #cryptopunks #cryptopunk https://t.co/btTvmUSj4O"
882,2021-05-14 04:22:21+00:00,I just want to say how happy I am that Zoolander has become the default CryptoPunk meme https://t.co/O98c7moQqm
883,2021-05-14 04:07:27+00:00,Sold! CryptoPunk #8029 was purchased for Ξ14.98 ($57k) $ETH #NFT #NFTs #digitalart #art #cryptoart #ethereum #cryptopunks https://t.co/Tuk2XNNgUU
884,2021-05-14 02:44:56+00:00,"Here's a few more

⚡️Haringverse ⚡️ will continue strong to 100 items. Don't miss out on these cool characters

Link: https://t.co/acOrFc7JlO

#NFTartist #NFTdrop #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #HaringPunks https://t.co/2rN6sLgf5D"
885,2021-05-14 02:28:49+00:00,"⚡️SOOO MANY amazing snags still available!

Price: Ξ0.03

💯 % hand-drawn 1:1 art 🖼 

Link: https://t.co/acOrFc7JlO

#NFTartist #NFTdrop #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #HaringPunks https://t.co/6p6vYBbXwu"
886,2021-05-14 01:34:19+00:00,"NEW #3DMixedPunks DROP!

Hybrid Alien Ape w/ headband + smoking pipe!

🟦👽💨🟦

Price: Ξ0.05
(animated + still)

🔗: https://t.co/oM3l4uYwHA

#NFTartist #NFTdrop #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #nftcollector #cryptopunks  #cryptopunk #Cryptoart #3DMixedPunk https://t.co/x8J1yx6U2r"
887,2021-05-14 01:31:18+00:00,"Today I showed a friend an image of a Cryptopunk, his reply was: I can’t see the image, it’s too pixelated... 😂

#nfts"
888,2021-05-14 01:27:37+00:00,Here are the characters #pixelart #pixel #NFTARTFinance #nftcollectors #Meebits #cryptopunk #NFTshare #NFT #NFTs https://t.co/7tuZ7gNwtj
889,2021-05-14 01:09:27+00:00,"Son kırmızı iskelet #Meebit’i 3 gün önce bir @larvalabs cryptopunk sahibi ücretsiz olarak kapmış... ve bugün 700 Ξthereum’a (~2.7Milyon$) sattı 💸

$$ kaçing $$ 

https://t.co/3Map41KqSE #NFTCommunity"
890,2021-05-14 00:59:17+00:00,"The #RomanPunk Empire Expands!

🏛️🐺🦅🌈

Congrats Corwin43 on sniping this soldier⚔️. Check out all those unique properties, y'all!
⤵️
https://t.co/C4EgNH1YM5
@SteveMatlick #NFT #NFTs #NFTGiveaway #nftcollector #nftart #NFTartist #Cryptopunk #Crypto #cryptoart #NFTshill https://t.co/ruJGmn4x4q"
891,2021-05-13 23:33:29+00:00,"and here she is!!!

GENESIS
+my first attempt at pixelart and animation+

18/20
1.11 #Tezos 
https://t.co/Av7ax2pAtZ

#womenofcryptoart #nftart #nftbrasil #selfportrait #pixelart #CleanNFTs #tezospirates #cryptomacumba #osun #bluephase #Cryptopunk #NFTCommunity #nftcollectors https://t.co/jq8x0O7gun"
892,2021-05-13 22:12:51+00:00,"☕️🇫🇷🔥 Cryptopunk Café #5; an aesthetic accumulation of NFT's and perhaps a bit of vaporwave. One of my favorite works to date. What do you all think?

#nft #NFTCommunity 

https://t.co/gxvcNsLlyn https://t.co/7j1L4e2l0f"
893,2021-05-13 21:53:01+00:00,"Now that GAS is coming down don't forget to scoop this unusual one. 

RARE!!!
Hoodie Zombie w/ VR + Cig... &amp; BEARD!

🟪🧟‍♂️🚬🟪

Price: Ξ0.05

Link: https://t.co/JR7fCfLPxD

#nft #NFTartist #NFTCommunity #altpunks #nftcollectors #NFTs #NFTart #cryptopunks #cryptopunk #3DMixedPunks https://t.co/B09qHscpTG"
894,2021-05-13 21:11:00+00:00,"2 years of life work and in 1 minute!!!
Breakdown @Gustavus99 winning a #CryptoPunk (📺3) 
From not knowing what a @MetaMask is to a @DraftKings $70k Prize!!! https://t.co/ks4r5g1Riv"
895,2021-05-13 20:43:59+00:00,"Will craft one of my beloved DMG-Cartridge to be shipped to one of the @larvalabs #cryptopunk @cryptobabypunks or @BoredApeYC owner representing their avatar.
Random owner to be selected on the 20th of May for a follow + retweet 🥷🏼👾

#nft #retroart #cryptoart #metaverse https://t.co/xagbnV6vQU https://t.co/rUeGZodk09"
896,2021-05-13 18:26:31+00:00,"🚨 Happening TODAY!!🚨 At 4pm PST on #Clubhouse join us for a very special DROP PARTY with artist @gaperartnft 👾🖼👾

Celebrating the LEGEND of the 1st #Chiptopunk 💥💙💥 Special Announcements &amp; Giveaways at the event!

Details:
https://t.co/NQs6QICNpY

#NFTCommunity #cryptopunk https://t.co/cVjTiyqvi5"
897,2021-05-13 18:17:14+00:00,"behold fellow punks!
a little #cryptopunks tribute available on @hicetnunc2000 
https://t.co/D5BtHZVeHS
first 5 for 1 xtz!

#nft #nftart #nftcollector #hicetnunc #cryptoart #hen #cryptopunk https://t.co/BQHYQvJE2d"
898,2021-05-13 18:05:52+00:00,"@digitalartchick ma'am open up, this is the SEC, we have a warrant for the arrest of your cryptopunk"
899,2021-05-13 17:12:29+00:00,1/3 Context from @ChristiesInc employee regarding the CryptoPunk lot presentation: https://t.co/R3WjJbut1f
900,2021-05-13 17:12:00+00:00,"How @Gustavus99 won a #CryptoPunk for $50 (📺1)
You need to hear the EPIC Story https://t.co/8Bqt0iNzkl"
901,2021-05-13 17:01:00+00:00,"Wooww CryptoPunk #3197 Sold for Ξ80 few days ago!

#cryptopunks #nftcommunity"
902,2021-05-13 16:55:03+00:00,"Say 👋 to our newest fund investment: 

CryptoPunk #8282

I believe CryptoPunks, the first NFT on Ethereum, will eventually become the ultimate digital flex. 

Only 10k were created. https://t.co/T82NFgVkLj"
903,2021-05-13 16:28:00+00:00,"#xcopypunks: #XCOPY + #CRYPTOPUNK tribute

https://t.co/xu09k0RkPs
@An0nym0usNobody"
904,2021-05-13 15:29:30+00:00,Big PUNKS Announcement from @beaniemaxi !! Want Issue 2 for free? Get to it! #PUNKS #cryptopunks #cryptopunk @punkscomic @pixelvault_ https://t.co/gBhWuGpZIJ
905,2021-05-13 15:04:32+00:00,"The Inner Life of Cryptopunks, Cryptopunk #2 (Julia), now available on @opensea https://t.co/JKoRSNRSdF"
906,2021-05-13 14:17:32+00:00,"The old man was taken away instantly 👋😁✨

CryptoPunk X #1222 — SOLD! Look for it in someone's hands, in the secondary market on @airnfts 🔥🤟✨

#cryptopunks #nft #nfts #airnfts #digitalart #pixelart #cryptoart #BSC #BinanceSmartChain https://t.co/kg2ozwWroO"
907,2021-05-13 14:11:14+00:00,"@santisiri Tengo #bitcoin y nunca lo he usado.
Tengo #Ethereum y lo uso todos los días.

Ambos cumplen su función ✌🏻
(eso lo leí hace poco, algún cryptopunk lo escribió y tiene mucha razón)"
